Unnamed: 0,job,location,date,company,country
16,"Junior Software Engineer, Trilogy (Remote) - $60,000/year USD","Montréal, QC À distance",Il y a 1 jour,Crossover for Work,canada
17,"Technical Consultant, Aurea Software (Remote) - $30,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
18,"Software Implementation Consultant, Aurea Software (Remote) - $30,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
19,STO 24 - GIS Coordinator - South (BC Public Service),"100 Mile House, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
20,"Software Test Engineer, Virtasant (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
21,"Implementation Consultant, Aurea Software (Remote) - $30,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
22,CLK 09R - Member Support and Decision Processing Clerk (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
23,"Account Manager, IgniteTech (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
24,"Machine Learning Engineer, Bloom Institute of Technology (BloomTech) (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
0,"Frontend Developer, React (Semaphore Solutions Inc.)","Victoria, BC À distance",Il y a 1 semaine,BCjobs.ca,canada
1,"Staff Software Engineer (with C), Skyvera (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
2,"Principal Software Engineer, gt.school (Remote) - $320,000/year USD","Montréal, QC À distance",Il y a 1 jour,Crossover for Work,canada
3,"Director of Information Technology, Trilogy (Remote) - $200,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
4,ISL 24R - Privacy and Security Analyst (BC Public Service),"Victoria, BC",Il y a 1 semaine,BCjobs.ca,canada
5,"Senior Manager, Technology Risk and Controls Management","Brampton, ON Sur site",Il y a 1 mois,Loblaw Companies Limited,canada
6,"Head of Customer Support, Trilogy (Remote) - $200,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
7,"Software Engineer, gt.school (Remote) - $80,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
8,CLK 11R - Field Office Clerk (BC Public Service),"Kelowna, BC Sur site",Il y a 6 jours,BCjobs.ca,canada
9,CLK 15R - Compliance Analyst (BC Public Service),"Victoria, BC Sur site",Il y a 6 jours,BCjobs.ca,canada
10,ADMN O 18R - Adjudication Analyst (BC Public Service),"Victoria, BC Sur site",Il y a 3 jours,BCjobs.ca,canada
11,"Inside Sales Representative, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
12,SPO 24R - Guardianship Worker (BC Public Service),"Abbotsford, BC Sur site","Il y a 5 heures

                Au cours des 24 dernières heures",BCjobs.ca,canada
13,"Developer, Upland (Remote) - $30,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
14,Senior Business Analyst (Equest),"Surrey, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
15,"Head Of User Experience, DevGraph (Remote) - $400,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
16,Senior QA Automation Developer,"Brampton, ON Sur site",Il y a 1 semaine,Loblaw Companies Limited,canada
17,"C Developer, Skyvera (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
18,Hardware Asset Manager,"Brampton, ON Sur site",Il y a 3 semaines,Loblaw Companies Limited,canada
19,"Software Engineer, Aurea Software (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
20,"Software Engineer, Trilogy (Remote) - $30,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
21,"Software Engineer, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
22,Client Accounting Coordinator,"Toronto, ON Sur site",Il y a 2 mois,Jesus College Oxford,canada
23,"Cloud Support Engineer, Trilogy (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
24,"Developer, TelcoDR (Remote) - $80,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
0,SW AST 13R - Social Worker Assistant (BC Public Service),"Abbotsford, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
1,"Software Engineer, Trilogy (Remote) - $100,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
2,CLK ST 11R - Program Assistant (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
3,ADMN O 15R - Regulations Documents Analyst - CLOSING DATE EXTENDED (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
4,ISL 24R - Business Analyst (BC Public Service),"Victoria, BC",Il y a 5 jours,BCjobs.ca,canada
5,"Frontend Developer, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
6,CLK 09R - Regional Administration Clerk (BC Public Service),"Coquitlam, BC Sur site",Il y a 5 jours,BCjobs.ca,canada
7,"Financial Controller, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
8,Letter Carrier - Delivery Agent (Canada Post),"Victoria, BC Sur site",Il y a 5 jours,BCjobs.ca,canada
9,Sr Administrative Assistant (BC Public Service),"Vancouver, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
10,"Full Stack Engineer, Virtasant (Remote) - $80,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
11,ECON 24R - Economic Analyst (BC Public Service),"Victoria, BC Sur site",Il y a 4 jours,BCjobs.ca,canada
12,"Sales Development Representative, IgniteTech (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
13,CLK 09R - Program Assistant (BC Public Service),"Nanaimo, BC Sur site","Il y a 5 heures

                Au cours des 24 dernières heures",BCjobs.ca,canada
14,"Director of Product Management, Trilogy (Remote) - $400,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
15,"Software Developer, Trilogy (Remote) - $30,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
16,"Game Programmer, gt.school (Remote) - $160,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
17,"Senior Coordinator, HR","Brampton, ON Sur site",Il y a 4 semaines,Loblaw Companies Limited,canada
18,"Senior Specialist, Security Risk","Brampton, ON Sur site",Il y a 3 semaines,Loblaw Companies Limited,canada
19,"Senior Software Engineer, gt.school (Remote) - $80,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
20,"Software Engineer, Trilogy (Remote) - $100,000/year USD","Calgary, AB À distance",Il y a 1 jour,Crossover for Work,canada
21,ClK 09R - Claims Administrator (BC Public Service),"Vancouver, BC Sur site",Il y a 3 jours,BCjobs.ca,canada
22,ISL 24R - Quality Assurance Lead (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
23,"Full-stack Developer, Trilogy (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
24,CLK 11R - Fish and Wildlife Permit Clerk (BC Public Service),"Williams Lake, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
0,"Software Engineer, TelcoDR (Remote) - $80,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
1,"Software Developer, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
2,"Software Developer, Trilogy (Remote) - $100,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
3,"Software Engineer, Trilogy (Remote) - $100,000/year USD","Winnipeg, MB À distance",Il y a 1 jour,Crossover for Work,canada
4,"Corporate Controller, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
5,"Lead Software Engineer, gt.school (Remote) - $160,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
6,SPO 24R - Resources & Out-of-Care Social Worker (BC Public Service),"Prince Rupert, BC Sur site",Il y a 5 jours,BCjobs.ca,canada
7,"Software Engineer, Trilogy (Remote) - $100,000/year USD","Ottawa, ON À distance",Il y a 1 jour,Crossover for Work,canada
8,ISL 18R - IT Operations Support Analyst (BC Public Service),"Victoria, BC Sur site",Il y a 4 jours,BCjobs.ca,canada
9,"Principal Software Engineer, Aurea Software (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
10,CLK 11R - Health Connect Registry Support (BC Public Service),"Burnaby, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
11,Pharmacy Intern (QRP Consulting),"Vancouver, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
12,"C# Developer, gt.school (Remote) - $80,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
13,CLK 11R - HR Service Representative (BC Public Service),"Kamloops, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
14,"Senior Accountant, Aurea Software (Remote) - $30,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
15,Traffic Tech/ Labourer (Barricades and Signs Ltd.),"Langley, Colombie-Britannique, Canada Sur site",Il y a 1 semaine,BCjobs.ca,canada
16,"Marketing Manager, IgniteTech (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
17,Insurance Advisor Trainee (Equest),"Whistler, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
18,"Senior Software Engineer, Aurea Software (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
19,CLK ST 09R - Administrative Assistant (BC Public Service),"Victoria, BC Sur site",Il y a 4 jours,BCjobs.ca,canada
20,"Software Engineer, Trilogy (Remote) - $100,000/year USD","Halifax, NS À distance",Il y a 1 jour,Crossover for Work,canada
21,CLK 11R - Program Assistant (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
22,CLK 15R - Legislative Assistant (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
23,"Technical Project Manager, Trilogy (Remote) - $100,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
24,"Sales Development Specialist, Aurea Software (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
0,"Principal Software Engineer, Trilogy (Remote) - $200,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
1,"Senior Support Engineer, Trilogy (Remote) - $100,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
2,"Software Engineer, Upland (Remote) - $30,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
3,"Sales Development Representative, Aurea Software (Remote) - $60,000/year USD","Ottawa, ON À distance",Il y a 1 jour,Crossover for Work,canada
4,"Senior Software Engineer, TelcoDR (Remote) - $160,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
5,"Product Designer, Upland (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
6,"Software Developer, Trilogy (Remote) - $100,000/year USD","Ottawa, ON À distance",Il y a 1 jour,Crossover for Work,canada
7,"Senior Security Specialist, Vulnerability and Compliance Management","Brampton, ON Sur site",Il y a 3 semaines,Loblaw Companies Limited,canada
8,"Back End Developer, Virtasant (Remote) - $80,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
9,Insurance Advisor Trainee (Equest),"Langley, Colombie-Britannique, Canada Sur site",Il y a 5 jours,BCjobs.ca,canada
10,"React Developer, Bloom Institute of Technology (BloomTech) (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
11,FO 18R - Audit Analyst (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
12,"C++ Developer, GFI Software (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
13,"Cloud Architect, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
14,"Software Instructor, Bloom Institute of Technology (BloomTech) (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
15,"Senior Support Engineer, Trilogy (Remote) - $60,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
16,"Senior Software Developer, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
17,"Senior Accountant, Trilogy (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
18,Assistant Branch Manager (Equest),"Vancouver, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
19,"Principal Software Engineer (with C), Skyvera (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
20,"Sales Development Representative, IgniteTech (Remote) - $60,000/year USD","Halifax, NS À distance",Il y a 1 jour,Crossover for Work,canada
21,ADMN O 24R - Policy Analyst (BC Public Service),"Victoria, BC Sur site","Il y a 5 heures

                Au cours des 24 dernières heures",BCjobs.ca,canada
22,Talent Acquisition Specialist (Equest),"Victoria, BC",Il y a 1 semaine,BCjobs.ca,canada
23,"Senior Software Engineer, TelcoDR (Remote) - $160,000/year USD","Montréal, QC À distance",Il y a 1 jour,Crossover for Work,canada
24,CLK 11R -Customer Service Representative (BC Public Service),"Kelowna, BC Sur site","Il y a 5 heures

                Au cours des 24 dernières heures",BCjobs.ca,canada
0,Talent Acquisition Coordinator (Paladin Security),"Burnaby, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
1,ISL 24R - Full Stack Developer (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
2,CLK 11R - Training Administrator (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
3,"Technical Support Team Lead, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
4,FO 18R - Business Analyst (BC Public Service),"Williams Lake, BC Sur site",Il y a 3 jours,BCjobs.ca,canada
5,CLK 11R - Correspondence Coordinator (BC Public Service),"Victoria, BC Sur site",Il y a 5 jours,BCjobs.ca,canada
6,SPO 24R (Growth) - Cultural Connections Worker (BC Public Service),"Kelowna, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
7,"Senior Software Engineer, Upland (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
8,Senior Financial Analyst (Equest),"Surrey, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
9,"Regional Controller, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
10,SW AST 13R - Social Program Officer (SPO) Assistant (BC Public Service),"Prince George, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
11,POL FI 27R - Senior Policy & Financial Analyst *CLOSE DATE EXTENDED* (BC Public Service),"Victoria, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
12,"Lead Software Engineer, Totogi (Remote) - $200,000/year USD","Montréal, QC À distance",Il y a 1 jour,Crossover for Work,canada
13,ISL 24R - Technical Analyst (BC Public Service),"Abbotsford, BC",Il y a 3 jours,BCjobs.ca,canada
14,"Senior Software Developer, Trilogy (Remote) - $100,000/year USD","Calgary, AB À distance",Il y a 1 jour,Crossover for Work,canada
15,"C# Developer, Trilogy (Remote) - $100,000/year USD","Île du Prince-Édouard, Canada À distance",Il y a 1 jour,Crossover for Work,canada
16,"Senior Software Developer, Trilogy (Remote) - $100,000/year USD","Kitchener, ON À distance",Il y a 1 jour,Crossover for Work,canada
17,"Senior Technical Support Engineer, Trilogy (Remote) - $100,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
18,"C# Developer, Trilogy (Remote) - $100,000/year USD","Calgary, AB À distance",Il y a 1 jour,Crossover for Work,canada
19,"Ruby Developer, Engine Yard (Remote) - $200,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
20,Contract to Full-Time Recruiter/Talent Advisor (Associate Level) (Equest),"Vancouver, BC",Il y a 6 jours,BCjobs.ca,canada
21,"C# Developer, Trilogy (Remote) - $100,000/year USD","Victoria, BC À distance",Il y a 1 jour,Crossover for Work,canada
22,"Senior User Interface Engineer, Trilogy (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
23,"Salesforce Developer, Aurea Software (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
24,ISL 27R - Senior Programmer (BC Public Service),"Coquitlam, BC Sur site","Il y a 5 heures

                Au cours des 24 dernières heures",BCjobs.ca,canada
0,"Java Software Engineer, Trilogy (Remote) - $100,000/year USD","Alberta, Canada À distance",Il y a 1 jour,Crossover for Work,canada
1,"Technical Lead, TelcoDR (Remote) - $320,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
2,"Presales Engineer, GFI Software (Remote) - $100,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
3,"Ruby on Rails Developer, Engine Yard (Remote) - $200,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
4,Senior Software Developer (Semaphore Solutions Inc.),"Victoria, BC À distance",Il y a 1 semaine,BCjobs.ca,canada
5,"Java Application Developer, Bloom Institute of Technology (BloomTech) (Remote) - $60,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
6,"C# Software Developer, Trilogy (Remote) - $100,000/year USD","Victoria, BC À distance",Il y a 1 jour,Crossover for Work,canada
7,Insurance Advisor (Equest),"Vancouver, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
8,"C# Software Developer, Trilogy (Remote) - $100,000/year USD","Winnipeg, MB À distance",Il y a 1 jour,Crossover for Work,canada
9,CLK 09R - Senior Clerk (BC Public Service),"Kamloops, BC Sur site",Il y a 3 jours,BCjobs.ca,canada
10,Insurance Advisor (Equest),"Vancouver, BC Sur site",Il y a 1 jour,BCjobs.ca,canada
11,Insurance Advisor (Equest),"Vancouver, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
12,Senior Data Architect,"Brampton, ON Hybride",Il y a 1 mois,Loblaw Companies Limited,canada
13,"Technical Lead, Totogi (Remote) - $200,000/year USD","Montréal, QC À distance",Il y a 1 jour,Crossover for Work,canada
14,"Vice President Corporate Finance, Trilogy (Remote) - $400,000/year USD","Ontario, Canada À distance",Il y a 1 jour,Crossover for Work,canada
15,CLK 11R - Customer Service Representative (BC Public Service),"Clinton, BC Sur site","Il y a 5 heures

                Au cours des 24 dernières heures",BCjobs.ca,canada
16,"Vice President of Software Development, Trilogy (Remote) - $400,000/year USD","Vancouver, BC À distance",Il y a 1 jour,Crossover for Work,canada
17,"Technical Lead, Totogi (Remote) - $200,000/year USD","Calgary, AB À distance",Il y a 1 jour,Crossover for Work,canada
18,Insurance Advisor Trainee (Equest),"Duncan, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
19,Enterprise Project Manager (BC Pension Corporation),"Victoria, BC",Il y a 1 semaine,BCjobs.ca,canada
20,CLK 11R - Senior District Clerk (BC Public Service),"Fort Saint John, BC Sur site",Il y a 1 semaine,BCjobs.ca,canada
21,"Java Developer, Trilogy (Remote) - $100,000/year USD","Halifax, NS À distance",Il y a 1 jour,Crossover for Work,canada
22,"Senior Web Developer, Upland (Remote) - $30,000/year USD","Toronto, ON À distance",Il y a 1 jour,Crossover for Work,canada
23,CLK ST 09R - Program Assistant (BC Public Service),"Victoria, BC Sur site",Il y a 6 jours,BCjobs.ca,canada
24,ADMN O 18R - 24R - Compensation Analyst (BC Public Service),"Victoria, BC Sur site",Il y a 6 jours,BCjobs.ca,canada
